@relation bookkeeper_Train_R3-weka.filters.unsupervised.attribute.Remove-R1-3-weka.filters.unsupervised.attribute.StringToNominal-R1

@attribute className {null,HedwigConsole,HedwigConsole$ConsoleHandler}
@attribute loc numeric
@attribute wmc numeric
@attribute assignmentsQty numeric
@attribute mathOperationsQty numeric
@attribute qtyTryCatch numeric
@attribute qtyReturn numeric
@attribute fanin numeric
@attribute fanout numeric
@attribute age numeric
@attribute nAuth numeric
@attribute nr numeric
@attribute nSmell numeric
@attribute buggy {false}

@data
null,4,2,1,0,0,1,2,0,4,1,2,0,false
null,3,1,0,0,0,1,1,0,4,3,10,0,false
null,5,1,1,0,0,1,0,0,56,1,2,0,false
null,4,1,0,0,0,0,0,0,84,1,1,0,false
null,6,2,0,0,0,0,0,2,0,1,1,0,false
null,3,1,1,0,0,0,2,0,4,1,1,0,false
null,3,1,0,0,0,0,3,4,196,1,1,0,false
null,3,1,0,0,0,1,0,1,196,1,1,2,false
null,26,3,4,2,0,0,2,3,196,1,4,2,false
null,26,9,3,4,0,1,0,6,196,1,1,5,false
null,3,1,0,0,0,1,1,0,84,3,6,0,false
null,3,1,0,0,0,0,3,0,196,2,2,0,false
null,7,2,1,1,0,0,0,19,4,3,8,0,false
null,15,3,5,0,0,1,2,1,91,1,1,0,false
null,9,1,3,1,0,0,0,0,268,2,4,0,false
null,3,1,1,0,0,0,0,0,226,1,1,0,false
null,3,1,0,0,0,0,0,1,4,2,3,0,false
null,9,2,3,1,0,0,0,0,4,1,2,0,false
null,8,2,0,0,0,0,1,3,0,1,1,0,false
null,11,2,3,0,0,1,0,1,84,1,1,0,false
null,24,7,0,0,2,0,0,3,196,3,12,1,false
null,5,2,0,0,0,0,0,0,196,1,1,0,false
null,3,1,0,0,0,0,1,0,4,2,2,0,false
null,4,1,0,0,0,1,2,1,196,1,4,0,false
null,3,1,0,0,0,0,0,1,4,2,3,0,false
null,3,1,0,0,0,1,0,0,84,3,6,0,false
null,13,2,6,2,0,1,3,1,196,2,3,0,false
null,1,1,0,0,0,0,1,0,4,2,3,0,false
null,8,2,2,0,0,1,2,0,196,1,1,0,false
null,4,1,1,0,0,0,2,1,4,2,3,0,false
null,8,2,2,0,0,1,3,1,4,2,3,0,false
null,3,1,0,0,0,0,0,0,196,1,4,0,false
HedwigConsole,11,2,1,0,1,0,1,4,0,1,1,1,false
null,3,1,0,0,0,1,2,1,196,1,1,0,false
null,7,1,2,0,0,0,2,4,268,2,4,3,false
null,3,1,0,0,0,1,0,0,56,2,3,0,false
null,4,2,0,0,0,1,2,4,196,1,1,0,false
null,13,2,4,2,0,1,1,5,0,1,1,0,false
null,3,1,0,0,0,1,2,0,226,1,1,0,false
null,5,1,2,0,0,1,2,0,196,1,1,0,false
null,3,1,0,0,0,1,1,0,0,3,4,0,false
null,11,3,0,0,1,0,0,9,0,3,4,0,false
null,3,1,0,0,0,0,1,1,196,2,3,0,false
null,39,4,4,0,1,2,0,3,4,1,3,1,false
null,2,1,0,0,0,0,0,0,229,1,1,0,false
null,21,6,5,1,0,0,1,1,196,1,4,2,false
null,4,1,1,0,0,0,0,2,4,2,3,0,false
null,4,1,0,1,0,0,0,0,196,1,1,1,false
null,3,1,0,0,0,1,1,0,0,2,2,0,false
null,3,1,0,0,0,1,0,0,4,3,8,0,false
null,3,1,0,0,0,0,0,2,196,1,3,0,false
null,6,2,0,0,0,1,2,1,196,1,2,0,false
null,10,3,0,0,0,0,1,0,40,2,5,1,false
null,4,1,0,0,0,0,0,2,196,1,2,0,false
null,6,4,0,0,0,2,5,0,204,3,4,1,false
null,52,12,6,2,0,2,2,9,4,2,6,18,false
null,9,2,0,1,0,0,0,4,4,2,5,1,false
null,20,6,2,2,0,2,1,2,4,2,3,1,false
null,6,2,1,0,0,0,3,0,0,3,4,0,false
null,14,3,4,0,1,2,1,1,0,2,2,1,false
null,4,1,1,0,0,0,2,0,4,2,2,0,false
null,27,5,3,0,3,4,1,0,4,2,8,2,false
HedwigConsole$ConsoleHandler,6,1,3,0,0,0,1,0,0,0,0,4,false
null,3,1,0,0,0,1,2,1,196,1,1,0,false
null,3,1,0,0,0,1,1,0,196,3,12,0,false
null,26,3,4,2,0,0,2,3,4,1,3,2,false
null,3,1,0,0,0,0,0,1,196,1,3,0,false
null,3,1,0,0,0,0,0,0,56,2,3,0,false
null,21,6,2,1,1,1,2,2,0,2,3,1,false
null,33,9,11,2,1,2,0,4,4,2,5,2,false
null,52,8,8,2,1,1,0,4,0,2,3,11,false
null,3,1,0,0,0,1,1,0,196,1,2,0,false
null,7,2,2,1,0,1,2,0,4,2,4,0,false
null,11,4,0,0,1,0,5,0,4,2,4,0,false
null,31,7,5,4,0,0,1,11,4,3,5,3,false
null,10,3,3,0,0,1,1,5,196,1,1,2,false
null,16,2,2,1,2,0,2,0,196,3,12,2,false
null,23,10,7,0,0,5,1,1,196,3,5,2,false
null,3,1,0,0,0,1,1,0,196,1,2,0,false
null,4,1,0,0,0,0,0,2,196,1,1,2,false
null,6,2,0,0,0,0,5,0,196,2,2,0,false
null,1,1,0,0,0,0,0,0,196,1,2,0,false
null,3,1,0,0,0,0,4,2,4,2,8,0,false
null,81,20,8,2,2,1,1,3,196,1,4,8,false
null,3,1,0,0,0,1,4,0,196,1,1,0,false
null,4,1,1,6,0,1,2,2,4,1,2,0,false
null,3,1,0,0,0,0,0,0,4,2,3,0,false
null,3,1,0,0,0,0,0,0,4,1,3,0,false
null,8,2,2,0,0,1,2,0,196,1,1,0,false
null,3,1,0,0,0,1,2,0,4,2,3,0,false
null,4,1,1,0,0,0,1,0,196,1,2,0,false
null,2,1,0,0,0,0,15,0,196,1,1,0,false
null,3,1,0,0,0,0,0,1,196,1,3,0,false
null,12,3,0,0,1,0,1,0,4,3,7,1,false
null,3,1,0,0,0,1,0,0,84,3,6,0,false
null,4,1,1,0,0,0,1,1,196,1,4,0,false
null,3,1,1,0,0,0,0,0,196,1,1,0,false
null,3,1,0,0,0,0,4,0,125,1,2,0,false
null,25,1,0,0,0,0,2,0,4,2,5,2,false
null,90,4,4,3,1,3,1,5,4,2,5,5,false
null,3,1,0,0,0,1,2,0,4,1,2,0,false
null,3,1,0,0,0,1,2,0,0,3,4,0,false
null,30,5,0,3,1,0,0,0,4,1,3,1,false
null,3,1,0,0,0,0,0,0,196,1,4,0,false
null,3,1,0,0,0,1,0,1,196,1,1,0,false
null,4,1,0,0,0,0,6,0,4,1,1,0,false
null,3,1,0,0,0,1,0,0,4,2,2,0,false
null,5,1,1,0,0,0,0,0,196,1,1,1,false
null,7,2,1,0,0,1,2,1,196,1,1,1,false
null,2,1,0,0,0,0,0,0,196,1,2,0,false
null,11,4,1,0,0,2,0,1,4,2,3,1,false
null,1,1,0,0,0,0,1,0,196,1,1,0,false
null,13,2,3,2,0,1,0,3,4,2,8,2,false
null,22,1,0,0,0,0,2,2,204,3,4,1,false
null,3,1,0,0,0,1,0,0,196,1,1,0,false
null,3,1,0,0,0,0,3,2,4,2,3,0,false
null,5,2,0,0,0,0,3,0,196,3,12,0,false
null,5,1,0,0,0,0,0,1,4,2,4,0,false
null,8,2,0,2,0,2,6,0,196,2,3,0,false
null,3,1,0,0,0,1,1,0,196,2,3,0,false
null,19,3,6,0,1,1,1,0,0,1,2,0,false
null,15,5,1,3,0,1,1,1,4,1,2,0,false
null,3,1,0,0,0,1,2,0,196,1,2,0,false
null,3,1,0,0,0,0,0,12,4,2,5,0,false
null,3,1,0,0,0,1,5,0,196,1,1,0,false
null,9,3,2,2,0,0,0,2,4,1,3,0,false
null,1,1,0,0,0,0,0,0,196,1,1,0,false
null,3,1,0,0,0,1,1,0,4,3,7,1,false
null,14,5,1,1,0,0,1,3,96,3,6,3,false
null,5,2,1,0,0,0,8,0,196,3,5,0,false
null,3,1,0,0,0,1,0,0,4,2,3,0,false
null,1,1,0,0,0,0,0,0,204,2,2,0,false
null,4,1,1,0,0,0,1,0,225,2,2,0,false
null,12,1,3,1,0,1,2,0,84,3,6,0,false
null,3,1,0,0,0,0,1,1,196,3,12,0,false
null,23,4,9,2,0,1,0,3,4,3,10,0,false
null,15,3,3,2,1,1,2,0,4,2,2,0,false
null,4,1,2,0,0,0,1,0,56,1,2,0,false
null,4,1,0,0,0,0,0,0,84,1,1,0,false
null,3,1,0,0,0,1,1,1,4,1,3,0,false
null,3,1,0,0,0,1,0,0,196,1,2,0,false
null,3,1,0,0,0,1,1,0,4,2,3,0,false
null,3,1,1,0,0,0,1,0,4,2,3,0,false
null,5,1,1,0,0,1,1,0,0,1,1,0,false
null,3,1,0,0,0,0,1,0,196,1,4,0,false
null,5,2,0,0,0,0,0,2,0,2,3,1,false
null,3,1,0,0,0,1,1,0,4,1,2,0,false
null,20,3,3,3,0,0,0,4,196,1,4,2,false
null,3,1,0,3,0,1,2,0,4,1,2,0,false
null,7,3,1,0,0,1,0,2,196,1,3,0,false
null,6,2,0,1,0,2,1,0,196,3,12,0,false
null,3,1,0,0,0,1,0,0,4,2,3,0,false
null,7,1,2,2,0,1,1,2,196,2,3,3,false
null,6,1,1,1,0,0,0,1,196,3,10,0,false
null,8,2,2,0,0,1,2,0,196,1,1,0,false
null,3,1,0,0,0,1,1,1,90,1,1,0,false
null,6,1,1,0,0,0,2,1,196,2,2,0,false
null,8,2,2,0,0,1,3,1,196,1,2,0,false
null,9,3,2,0,0,2,1,0,0,1,1,1,false
null,3,1,0,0,0,1,0,0,226,1,1,0,false
null,12,4,0,0,0,4,0,0,4,2,2,0,false
null,17,1,0,0,0,0,0,0,196,1,1,3,false
null,10,2,5,0,0,0,1,0,96,3,6,0,false
null,8,3,1,3,0,2,1,1,4,2,2,0,false
null,3,1,0,0,0,1,0,0,96,3,6,0,false
null,4,1,0,0,0,0,0,0,196,1,2,0,false
null,5,1,2,0,0,1,3,0,196,1,1,0,false
null,4,1,1,0,0,1,1,0,196,2,2,0,false
null,33,5,9,3,1,3,2,11,196,1,3,6,false
null,3,1,0,0,0,1,0,0,0,1,1,0,false
null,33,9,4,3,1,3,0,2,196,2,3,2,false
null,7,5,1,0,0,2,0,0,196,3,10,0,false
null,3,1,0,0,0,0,0,1,4,2,3,0,false
null,3,1,0,0,0,1,8,0,196,2,2,0,false
null,3,1,0,0,0,1,1,0,0,2,2,0,false
null,19,6,1,0,2,0,0,3,4,3,10,0,false
null,34,5,6,2,0,3,0,17,196,1,3,7,false
null,6,2,0,1,0,2,1,0,96,3,6,0,false
null,3,1,0,0,0,1,4,0,196,1,2,0,false
HedwigConsole$ConsoleHandler,4,1,2,0,0,0,1,0,0,0,0,2,false
null,3,1,0,0,0,1,2,0,196,1,1,0,false
null,8,2,2,0,0,1,6,0,196,1,1,0,false
null,10,5,1,2,0,0,2,0,196,1,1,3,false
null,11,2,2,1,0,0,1,0,4,1,2,0,false
null,3,1,0,0,0,1,0,0,226,1,1,0,false
null,16,1,0,0,0,0,2,0,204,3,4,2,false
null,3,1,0,0,0,1,1,0,4,3,7,0,false
null,3,1,0,0,0,1,1,0,268,2,4,0,false
null,40,9,12,7,1,1,1,8,4,2,4,8,false
null,3,1,0,0,0,1,2,0,0,3,4,0,false
null,8,2,2,0,0,1,2,0,196,1,1,0,false
null,3,1,0,0,0,1,1,0,196,1,2,0,false
null,14,4,5,3,0,0,1,4,56,1,2,0,false
null,1,1,0,0,0,0,0,0,196,1,2,0,false
null,3,1,0,0,0,0,2,1,196,1,3,1,false
null,3,1,0,0,0,0,1,0,4,2,3,0,false
null,9,2,2,0,0,0,0,0,8,1,1,1,false
null,4,2,1,1,0,1,0,1,4,1,1,0,false
null,3,1,0,0,0,1,2,1,196,1,1,0,false
null,3,1,0,0,0,1,4,0,196,1,1,0,false
null,6,3,0,0,0,2,1,0,8,1,1,1,false
null,3,1,1,0,0,0,1,0,4,2,2,0,false
null,6,2,0,0,0,0,2,1,4,2,3,0,false
null,27,5,3,0,3,4,5,2,196,3,12,2,false
null,3,1,0,0,0,1,0,1,4,1,1,0,false
null,4,1,0,1,0,0,1,0,229,1,1,0,false
null,5,1,2,0,0,1,4,0,196,1,1,0,false
null,6,2,1,0,0,0,2,0,196,1,4,0,false
null,3,1,0,0,0,1,1,0,204,1,1,0,false
null,17,6,4,0,0,0,0,2,226,1,1,2,false
null,19,3,5,1,0,0,0,2,4,1,2,0,false
null,11,3,0,1,0,1,0,6,204,3,4,2,false
null,6,1,1,0,0,0,1,1,196,2,2,0,false
null,25,5,7,2,0,3,0,3,196,1,1,0,false
null,18,4,4,2,1,0,1,1,196,2,3,1,false
null,3,1,0,0,0,1,8,0,196,1,1,0,false
null,15,2,4,0,1,0,2,1,91,1,1,0,false
null,31,4,3,3,0,3,0,2,196,3,6,3,false
null,17,2,1,0,1,1,2,3,84,3,6,0,false
null,44,4,3,1,0,1,3,0,4,3,8,1,false
null,3,1,0,0,0,1,0,0,196,1,1,0,false
null,3,1,0,0,0,1,4,0,196,1,1,0,false
null,2,1,0,0,0,0,0,0,196,1,1,0,false
null,3,1,0,1,0,1,3,1,4,2,2,0,false
null,10,5,0,2,0,0,0,0,226,1,1,0,false
null,11,2,1,8,0,0,1,1,4,1,2,1,false
null,5,2,0,0,0,0,0,0,4,2,5,1,false
null,10,3,2,0,0,2,3,1,84,3,6,0,false
null,9,1,4,0,0,1,1,2,56,2,3,0,false
null,3,1,0,2,0,1,0,0,90,1,1,0,false
null,25,5,4,3,2,0,0,2,4,2,5,0,false
null,7,2,2,0,0,1,1,0,196,3,12,0,false
null,3,1,0,0,0,1,0,0,225,2,3,0,false
null,3,1,0,0,0,1,0,0,132,1,1,0,false
null,3,1,0,0,0,1,0,0,0,1,1,0,false
null,33,9,6,1,1,0,0,4,4,3,7,9,false
null,3,2,0,0,0,1,2,0,196,3,5,0,false
null,14,1,1,0,0,0,1,0,196,1,2,1,false
null,7,2,3,0,0,0,1,2,196,2,2,1,false
null,3,1,0,0,0,1,2,0,196,1,2,0,false
null,20,6,5,1,0,3,0,1,4,1,1,0,false
null,1,1,0,0,0,0,0,0,204,2,2,0,false
null,3,1,0,0,0,0,0,1,4,2,3,0,false
null,3,1,0,0,0,1,0,2,196,1,1,0,false
null,3,1,0,0,0,1,0,0,196,1,1,0,false
null,3,1,0,1,0,1,2,0,4,3,6,1,false
null,5,3,0,0,0,0,0,3,0,1,1,0,false
null,12,3,1,0,0,1,1,0,196,1,4,0,false
null,7,2,1,0,0,2,1,0,84,3,6,0,false
null,3,1,0,0,0,0,0,1,56,2,3,0,false
null,3,1,0,0,0,1,4,0,196,1,1,0,false
null,1,1,0,0,0,0,0,0,196,1,1,0,false
null,3,1,0,0,0,1,7,0,196,1,1,0,false
null,3,1,0,1,0,1,1,1,196,1,4,0,false
null,14,1,1,0,0,0,2,1,196,1,3,1,false
null,16,4,2,1,1,0,3,7,196,1,4,0,false
null,3,1,0,0,0,1,0,0,196,1,4,0,false
null,3,1,1,0,0,0,1,0,0,1,2,0,false
null,4,2,0,1,0,0,0,0,4,1,3,0,false
null,15,4,3,3,0,0,0,2,196,1,1,1,false
null,3,1,0,0,0,0,0,0,196,1,1,0,false
null,19,1,1,0,0,0,2,3,196,3,6,0,false
null,8,2,0,2,0,1,0,1,196,3,6,0,false
null,3,1,0,0,0,1,0,1,56,2,3,0,false
null,13,1,0,0,0,0,1,0,96,3,6,0,false
null,5,2,0,0,0,0,2,1,4,2,8,0,false
null,7,2,1,1,0,0,1,1,0,1,1,0,false
HedwigConsole,7,2,0,0,0,0,0,4,0,1,1,1,false
null,1,1,0,0,0,0,3,0,4,2,2,0,false
null,3,1,0,0,0,1,9,0,196,1,1,0,false
null,13,3,3,1,0,1,1,4,196,1,2,0,false
null,3,1,0,0,0,1,0,1,84,3,6,2,false
null,5,1,2,0,0,1,4,0,196,1,1,0,false
null,40,18,0,0,0,18,11,18,4,2,3,1,false
null,3,1,0,0,0,1,4,0,196,2,2,0,false
null,15,3,3,2,0,0,2,5,4,2,8,1,false
null,11,3,4,6,0,2,1,0,196,1,1,0,false
null,3,1,0,0,0,1,0,0,196,1,2,0,false
null,3,1,0,0,0,0,0,0,196,1,4,0,false
null,5,2,0,0,0,0,0,1,4,1,3,0,false
null,26,2,10,0,0,0,0,1,4,2,4,3,false
null,14,2,4,6,0,0,1,0,4,2,3,0,false
null,49,9,7,1,1,1,0,1,196,1,3,3,false
null,29,7,3,0,1,0,1,3,0,2,3,0,false
null,4,1,1,1,0,0,1,1,204,1,1,0,false
null,76,18,7,8,5,2,0,3,4,2,8,12,false
null,3,1,0,0,0,1,1,0,196,1,2,0,false
null,23,5,5,4,1,2,0,21,196,1,3,4,false
null,3,1,0,0,0,0,0,1,4,2,3,0,false
null,3,1,0,0,0,0,0,4,4,2,3,0,false
null,11,2,3,1,0,1,3,2,4,2,4,0,false
null,1,1,0,0,0,0,1,0,196,1,1,0,false
null,11,2,1,0,1,0,3,2,196,3,12,0,false
null,16,2,0,1,0,0,1,0,196,1,3,0,false
null,3,1,0,0,0,1,0,0,0,1,1,0,false
null,4,5,0,0,0,2,8,1,4,1,3,0,false
null,20,5,2,0,1,0,0,0,196,1,2,2,false
null,15,1,0,0,0,0,2,2,4,3,8,2,false
null,4,2,1,0,0,0,2,2,4,2,3,2,false
null,10,1,2,0,0,0,1,3,4,1,3,0,false
HedwigConsole,10,2,1,0,1,0,1,2,0,1,1,1,false
null,3,1,0,0,0,0,0,61,204,2,4,0,false
null,8,2,0,0,1,2,0,1,4,3,10,1,false
null,3,1,0,0,0,1,1,0,196,1,1,0,false
null,3,1,0,0,0,1,1,0,0,1,1,0,false
null,41,8,9,2,3,2,1,0,4,3,5,4,false
null,3,1,0,0,0,0,0,1,204,2,4,0,false
null,7,2,1,0,0,0,0,0,196,1,3,1,false
null,3,1,0,0,0,0,0,0,225,2,2,0,false
null,22,2,3,1,0,1,0,15,4,2,5,5,false
null,9,2,4,0,0,1,2,0,196,1,1,0,false
null,3,1,0,0,0,1,2,0,196,1,1,0,false
null,22,9,3,4,0,1,0,10,4,1,3,3,false
null,27,7,4,2,0,0,1,5,56,1,2,0,false
null,3,1,0,0,0,0,0,1,4,1,2,0,false
null,3,1,0,0,0,1,0,0,196,1,1,0,false
null,3,1,0,0,0,1,1,1,196,1,2,1,false
null,24,1,4,2,0,0,1,2,4,3,8,5,false
null,72,15,12,4,3,4,0,16,268,2,4,13,false
null,30,10,5,2,1,1,0,0,131,2,5,2,false
null,3,2,1,0,0,0,1,0,196,2,2,0,false
null,1,1,0,0,0,0,1,0,4,2,3,0,false
null,8,2,1,1,0,1,1,0,204,1,1,0,false
null,8,2,0,0,0,1,0,3,196,1,1,1,false
null,14,2,7,1,0,1,2,1,91,1,1,1,false
null,5,3,2,2,0,1,1,0,90,1,1,0,false
null,3,2,0,0,0,1,1,0,196,2,2,0,false
null,1,1,0,0,0,0,1,0,4,2,3,0,false
null,6,2,0,0,0,2,1,1,4,1,1,0,false
null,5,1,2,0,0,1,1,1,196,1,1,0,false
null,11,2,2,0,1,0,0,1,84,3,6,0,false
null,12,1,0,0,0,0,2,2,4,3,8,1,false
null,9,2,2,0,0,0,0,0,196,1,1,0,false
null,9,3,1,2,0,1,2,0,4,2,8,0,false
null,5,2,1,0,0,0,2,0,4,1,1,0,false
null,3,1,0,0,0,1,1,0,4,2,3,0,false
null,4,1,1,0,0,0,1,1,4,3,7,0,false
null,42,19,0,0,0,19,3,0,4,2,3,1,false
null,7,2,0,2,0,0,1,0,226,1,1,1,false
null,70,9,2,5,2,6,0,7,196,1,1,7,false
null,3,1,0,0,0,1,3,0,4,1,1,0,false
null,5,2,0,0,0,0,1,0,0,1,2,0,false
null,3,1,0,0,0,1,2,1,196,1,1,0,false
null,43,10,13,1,1,2,0,2,90,1,1,2,false
null,3,1,0,0,0,1,1,0,84,3,6,0,false
null,95,7,0,0,1,0,0,0,4,2,8,15,false
null,3,1,0,0,0,0,1,0,4,1,3,0,false
null,3,1,0,0,0,1,0,2,4,2,3,0,false
null,19,4,6,1,0,0,2,4,4,2,3,3,false
null,31,8,3,4,0,4,0,4,196,2,2,3,false
null,3,1,0,0,0,1,0,1,196,1,1,0,false
HedwigConsole$ConsoleHandler,6,1,0,0,0,0,1,4,0,0,0,0,false
null,22,5,3,0,1,0,0,4,4,2,3,0,false
null,25,5,7,2,0,3,0,6,4,2,5,0,false
null,3,1,0,0,0,1,4,0,0,1,1,0,false
null,14,1,0,0,0,0,0,0,196,1,3,0,false
null,3,1,0,0,0,1,0,1,225,2,3,1,false
null,3,1,0,0,0,1,0,1,56,2,3,0,false
null,36,7,13,14,0,1,0,6,196,1,1,0,false
null,3,1,0,1,0,0,1,1,4,1,3,0,false
null,32,4,15,2,0,1,1,6,4,2,4,1,false
null,3,1,0,0,0,1,0,0,196,1,1,0,false
null,1,1,0,0,0,0,1,0,196,1,4,0,false
null,3,1,0,0,0,1,0,0,4,2,3,0,false
null,3,1,1,0,0,0,2,1,196,1,2,0,false
null,7,2,0,0,0,1,0,1,196,1,1,0,false
null,11,3,0,0,0,0,0,0,196,1,1,1,false
null,9,2,3,0,0,0,2,0,196,1,2,1,false
null,11,5,0,0,1,0,5,0,196,1,4,0,false
null,14,3,0,0,1,0,1,1,4,3,7,1,false
null,3,1,0,0,0,0,0,0,196,1,1,0,false
HedwigConsole,8,2,0,0,0,0,1,3,0,1,1,0,false
null,4,1,1,1,0,0,0,2,4,2,3,0,false
null,9,2,1,0,0,1,1,1,268,2,4,0,false
null,3,1,0,0,0,1,0,1,90,1,1,0,false
null,5,1,2,0,0,1,0,0,196,1,1,0,false
null,20,3,5,1,0,0,0,4,196,1,1,0,false
null,3,1,0,0,0,1,5,0,196,1,1,0,false
null,3,1,0,0,0,1,0,1,226,1,1,0,false
null,25,6,3,2,1,3,3,1,0,2,3,0,false
null,3,2,0,0,0,0,3,0,196,1,4,0,false
null,3,1,0,0,0,1,0,1,84,1,1,0,false
null,3,1,0,0,0,1,1,0,196,1,1,0,false
null,40,8,2,1,5,1,2,0,196,1,4,5,false
null,7,3,1,1,0,2,1,0,196,1,2,2,false
null,3,1,0,0,0,0,0,21,196,1,3,0,false
null,3,1,0,0,0,1,2,1,196,1,1,0,false
null,9,3,0,1,0,0,0,0,0,1,2,0,false
null,35,3,5,1,1,2,0,2,4,3,8,1,false
null,3,1,0,0,0,1,6,0,4,1,2,0,false
null,4,1,1,2,0,1,3,0,91,1,1,1,false
null,1,1,0,0,0,0,0,0,4,2,2,0,false
null,31,8,3,2,1,0,0,2,196,1,1,1,false
null,10,5,1,2,0,0,3,6,4,3,5,3,false
null,3,1,0,0,0,1,4,0,4,1,2,0,false
null,10,3,0,1,0,2,1,0,196,2,3,0,false
null,16,3,4,3,1,1,0,2,84,3,6,0,false
HedwigConsole,11,2,0,0,1,2,1,0,0,1,1,0,false
null,10,3,3,0,0,1,1,5,196,1,1,2,false
null,3,1,0,0,0,1,0,0,196,1,2,0,false
null,19,4,7,4,0,0,1,2,196,2,3,1,false
null,14,3,4,1,0,2,0,1,4,1,2,0,false
null,3,1,0,0,0,1,1,1,196,1,1,0,false
null,3,1,0,0,0,1,0,1,196,1,1,0,false
null,17,5,5,0,0,2,1,1,0,1,1,3,false
HedwigConsole,7,2,2,0,0,0,2,1,0,1,1,1,false
null,3,1,0,0,0,1,5,0,4,3,6,0,false
null,7,2,1,4,0,0,2,0,125,1,2,0,false
null,42,2,2,0,0,0,0,0,4,2,3,0,false
null,8,4,1,0,0,0,1,0,196,1,4,0,false
null,3,1,0,0,0,0,1,0,196,2,3,0,false
null,21,4,3,1,1,0,1,1,84,3,6,0,false
null,11,4,1,1,0,2,0,0,4,3,8,1,false
null,3,1,0,0,0,0,0,1,4,2,3,0,false
null,4,1,0,0,0,1,2,1,4,2,2,1,false
null,43,14,6,5,1,3,1,6,204,1,1,3,false
null,16,5,2,1,0,1,0,1,226,1,1,2,false
null,1,1,0,0,0,0,1,0,196,1,4,0,false
null,15,4,3,3,0,0,0,2,4,1,3,1,false
null,4,1,1,1,0,0,1,0,4,3,10,0,false
null,3,1,0,0,0,1,1,0,40,2,5,0,false
null,1,1,0,0,0,0,0,0,132,1,1,0,false
null,5,2,0,0,0,0,5,0,4,2,2,0,false
null,11,3,2,0,0,1,0,3,56,2,3,0,false
null,6,1,1,0,0,0,1,1,4,2,2,0,false
null,5,1,2,0,0,1,0,1,196,1,1,0,false
null,3,1,0,0,0,1,0,0,196,1,1,1,false
null,25,3,10,0,1,1,0,12,4,2,5,0,false
null,3,1,0,0,0,1,0,0,4,2,2,0,false
null,1,1,0,0,0,0,1,0,196,2,3,0,false
null,4,1,1,0,0,0,2,1,196,1,2,0,false
null,11,2,2,1,1,1,1,0,4,2,2,0,false
null,10,2,0,2,0,0,0,1,4,2,5,1,false
HedwigConsole$ConsoleHandler,7,2,1,0,0,0,1,2,0,0,0,0,false
null,5,2,0,1,0,0,0,5,4,1,3,0,false
null,3,1,0,0,0,1,1,0,4,2,4,0,false
null,3,1,0,0,0,1,2,0,196,1,2,0,false
null,3,1,0,0,0,0,0,0,4,2,3,0,false
null,13,1,0,0,0,0,1,0,40,2,5,2,false
null,25,4,1,2,0,1,0,2,8,1,1,2,false
null,3,1,0,0,0,1,2,0,196,1,2,0,false
null,3,1,0,0,0,1,2,0,225,2,3,1,false
null,3,1,0,1,0,1,0,0,196,3,10,0,false
null,12,3,2,3,0,0,1,0,4,2,4,2,false
null,8,2,0,0,1,0,0,0,4,2,8,1,false
null,22,2,1,1,0,0,1,3,4,2,6,3,false
null,3,1,1,0,0,0,1,0,4,3,6,0,false
null,3,1,0,0,0,1,0,0,196,1,1,0,false
null,3,1,0,0,0,1,0,0,196,1,2,0,false
null,19,3,3,3,0,0,0,4,4,1,3,2,false
null,18,5,0,3,0,0,1,4,4,1,3,1,false
null,3,1,0,0,0,1,4,0,196,1,3,0,false
null,22,6,3,0,0,0,3,3,196,1,4,4,false
null,3,1,0,0,0,1,3,0,196,1,2,0,false
null,3,1,0,0,0,1,1,0,4,3,6,0,false
null,1,1,0,0,0,0,0,0,4,2,2,0,false
null,3,1,0,0,0,1,4,0,196,1,1,0,false
null,68,12,20,5,2,0,3,0,0,1,1,6,false
null,34,9,3,2,1,1,6,3,196,1,4,1,false
null,5,2,0,1,0,0,4,0,196,1,2,0,false
null,3,1,0,0,0,1,10,0,196,1,1,0,false
null,3,1,0,0,0,1,1,0,0,1,1,0,false
null,11,3,2,0,0,1,0,0,196,1,1,0,false
null,1,1,0,0,0,0,0,0,4,2,2,0,false
null,1,1,0,0,0,0,2,0,196,1,4,0,false
null,3,1,0,0,0,0,0,0,4,1,2,0,false
null,3,1,0,0,0,1,1,0,196,1,2,0,false
null,38,9,8,1,0,1,6,7,4,2,6,4,false
null,58,8,8,1,4,0,1,11,0,2,3,2,false
null,3,1,0,0,0,1,1,0,225,2,3,0,false
null,3,1,0,0,0,1,3,1,204,2,4,0,false
null,3,1,0,0,0,1,2,0,4,2,3,0,false
null,5,1,2,0,0,1,0,1,196,1,1,0,false
null,5,1,1,0,0,0,0,1,4,1,2,0,false
null,50,1,0,0,0,0,0,0,4,1,3,2,false
null,8,2,1,0,1,0,2,3,196,1,2,2,false
null,21,6,2,0,1,4,2,1,0,2,3,0,false
null,1,1,0,0,0,0,2,0,196,2,3,0,false
null,6,1,2,1,0,1,0,0,90,1,1,0,false
null,8,1,2,1,0,0,0,0,4,2,5,0,false
null,14,5,2,2,0,0,1,1,4,3,5,2,false
null,5,1,1,0,0,1,0,0,196,3,12,0,false
null,3,1,0,0,0,1,4,0,204,2,4,0,false
null,8,2,1,0,0,1,3,0,0,2,3,0,false
null,40,7,8,1,1,0,1,6,56,1,2,9,false
null,35,3,5,1,1,2,0,3,196,3,10,1,false
null,3,1,0,0,0,1,2,0,196,1,2,0,false
