release,method,path,loc,wmc,assignmentsQty,mathOperationsQty,qtyTryCatch,qtyReturn,fanin,fanout,age,nAuth,nr,nSmell,buggy
4.1.0,close,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,8,3,1,0,0,0,0,0,84,3,6,1,true
4.1.0,messageReceived,hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java,16,3,4,1,0,2,0,3,196,1,1,3,false
4.1.0,getNumUsedPages,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,3,1,0,0,0,1,1,0,84,3,6,0,true
4.1.0,checkAccess,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,5,2,0,0,0,0,0,0,84,1,1,0,false
4.0.0,shutdown,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,4,1,0,0,0,0,1,1,4,2,5,0,false
4.2.0,getPassword,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,3,1,0,0,0,1,0,0,412,3,9,0,false
4.0.0,reportLatency,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java,11,2,2,1,0,0,1,0,4,1,2,0,false
4.0.0,getActiveLedgers,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,25,1,0,0,0,0,2,4,40,2,5,2,false
4.1.0,getMinimumSeqId,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,7,3,1,1,0,2,1,0,196,1,2,2,false
4.0.0,setLh,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,3,1,1,0,0,0,2,0,4,1,1,0,false
4.1.0,handleReadResponse,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,31,9,8,3,0,1,1,1,196,3,10,0,false
4.0.0,isFenced,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,3,1,0,0,0,1,1,0,4,2,4,0,false
4.1.0,isHidden,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java,3,1,0,0,0,1,0,0,75,1,1,0,false
4.2.0,setClientTcpNoDelay,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,4,1,0,0,0,1,0,0,441,1,4,0,false
4.0.0,isRunning,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,3,1,0,0,0,1,2,0,4,3,7,1,false
4.2.0,finish,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,24,7,2,2,0,0,3,3,412,2,10,0,false
4.1.0,isSSLEnabled,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,3,1,0,0,0,1,1,0,196,1,2,0,true
4.2.0,deliver,hedwig-client/src/main/java/org/apache/hedwig/client/netty/FilterableMessageHandler.java,12,3,2,0,0,0,0,1,137,1,1,0,false
4.2.0,generateBookie2LedgersIndex,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,3,1,0,0,0,1,2,0,4,1,3,0,false
4.1.0,doGcByLevel,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,14,2,6,2,0,0,1,4,204,2,4,0,false
4.1.0,getLastSeqIdCommunicatedExternally,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,3,1,0,0,0,1,1,0,196,1,2,0,false
4.1.0,isEmpty,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,3,1,0,0,0,1,1,0,196,3,12,0,false
4.2.0,writeComplete,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,28,7,2,3,0,4,0,3,412,3,5,0,false
4.0.0,instantiateRegionManager,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,3,1,0,0,0,1,1,1,4,2,5,0,false
4.2.0,getAddStats,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java,3,1,0,0,0,1,0,2,480,1,1,2,false
4.1.0,compactEntryLog,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,21,4,1,3,1,2,1,5,96,3,6,0,false
4.1.0,newLedgerPath,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,1,1,0,0,0,0,0,0,204,2,2,0,false
4.1.0,getActiveLedgers,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,18,1,1,0,0,0,2,2,268,2,4,0,false
4.1.0,processResult,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,9,2,0,0,0,0,0,4,204,2,2,1,false
4.2.0,doGc,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,8,3,0,0,0,0,0,0,420,3,7,0,false
4.0.0,processResult,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,11,3,0,1,0,1,0,18,8,1,1,2,false
4.1.0,parseCommand,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java,9,2,3,0,0,2,2,0,0,1,1,0,false
4.0.0,cmpMasterKey,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,3,1,0,0,0,1,2,0,4,2,4,0,false
4.0.0,shutdown,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,26,8,0,0,1,0,0,5,4,2,5,0,false
4.1.0,sendErrorResponseToMalformedRequest,hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java,8,2,2,1,0,0,5,0,196,1,1,0,false
4.0.0,doIO,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,81,20,8,2,2,1,1,6,4,3,7,8,false
4.0.0,run,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java,10,1,2,0,0,0,1,2,4,1,2,0,false
4.1.0,doGcLedgers,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,13,1,0,0,0,0,1,0,196,3,12,1,false
4.0.0,getLastLocalSeqIdDelivered,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,3,1,0,0,0,1,0,0,4,2,3,0,false
4.2.0,getNextEnsembleChange,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,9,2,1,1,0,2,1,0,412,3,9,1,false
4.1.0,asyncSubscribe,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java,3,1,0,0,0,0,1,1,196,1,1,0,false
4.2.0,getMessageFilter,hedwig-client/src/main/java/org/apache/hedwig/client/netty/FilterableMessageHandler.java,3,1,0,0,0,1,0,0,137,1,1,0,false
4.1.0,getBkEnsembleSize,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,3,1,0,0,0,1,2,0,196,1,2,0,true
4.1.0,printTopicSubscriptions,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java,11,3,0,1,0,1,1,0,0,1,1,1,false
4.2.0,getReplicaIndex,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,4,2,1,1,0,1,1,0,412,1,2,0,false
4.2.0,consumedUntil,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java,3,1,0,0,0,0,0,2,412,3,11,0,false
4.2.0,isSSLEnabled,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,3,1,0,0,0,1,0,0,412,3,12,0,false
4.0.0,asyncSubscribe,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java,3,1,0,0,0,0,0,1,4,1,2,0,false
4.1.0,getTriedServers,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,3,1,0,0,0,1,1,0,196,1,1,0,false
4.0.0,getSequence,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,3,1,0,0,0,1,1,0,4,1,1,0,false
4.1.0,handleRequest,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java,22,4,2,0,2,2,0,1,196,1,1,1,false
4.1.0,toString,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,5,1,1,0,0,1,0,0,56,1,2,0,false
4.0.0,operationFailed,hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java,5,3,0,0,0,0,0,1,4,2,3,0,false
4.2.0,recoverComplete,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,9,1,3,1,0,0,0,0,484,3,13,0,false
4.1.0,percentile,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,11,2,6,4,0,1,1,0,0,3,4,0,false
4.2.0,setLength,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,3,1,1,0,0,0,0,0,412,3,9,0,false
4.2.0,getJMXBean,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,32,1,0,0,0,1,0,1,384,2,9,6,false
4.1.0,close,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,6,3,1,0,0,0,2,0,196,1,4,0,false
4.1.0,getMessagesConsumedThreadRunInterval,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,3,1,0,0,0,1,2,0,196,1,2,0,true
4.1.0,setLocalComponent,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,5,1,2,0,0,1,2,0,196,1,1,0,false
4.2.0,setMasterKey,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,11,2,2,0,1,0,0,2,384,2,9,0,false
4.0.0,startServingSubscription,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,4,1,1,1,0,0,0,2,4,2,3,0,false
4.1.0,safeCloseComplete,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java,2,1,0,0,0,0,0,0,196,1,3,0,true
4.1.0,release,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,11,5,0,0,1,0,10,0,196,1,4,0,false
4.0.0,operationComplete,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,24,3,9,2,0,0,0,3,4,3,8,0,false
4.1.0,isStandalone,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,3,1,0,0,0,1,4,0,196,1,2,0,true
4.1.0,updateZnodeStatus,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,3,1,1,0,0,0,3,0,196,3,5,0,false
4.2.0,handleResponse,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscribeResponseHandler.java,47,11,7,2,0,0,0,0,113,1,4,7,false
4.1.0,enableRecoveryAdd,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,4,1,1,0,0,1,1,0,196,2,2,0,true
4.2.0,getChannelForHost,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,3,1,0,0,0,1,0,0,412,2,6,0,false
4.1.0,isFenced,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,3,1,0,0,0,1,0,0,84,1,1,0,false
4.2.0,create,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,46,21,0,0,0,21,0,21,412,1,4,1,false
4.0.0,flush,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,14,3,1,0,0,1,1,0,4,2,3,0,false
4.0.0,operationComplete,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,8,2,0,0,0,0,0,8,4,2,8,0,false
4.1.0,setFenced,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,3,1,1,0,0,0,0,0,84,1,1,0,false
4.1.0,setLastLogId,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,16,2,2,1,2,0,2,0,196,3,12,2,false
4.1.0,setRemoteComponents,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,4,1,0,0,0,1,0,1,196,1,1,1,false
4.2.0,setMessageBound,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java,3,1,0,0,0,0,0,1,412,3,11,0,false
4.2.0,getBkEnsembleSize,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,3,1,0,0,0,1,1,0,412,3,12,0,false
4.1.0,setLastScanErrorTime,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,3,1,1,0,0,0,1,0,196,1,2,0,false
4.1.0,resetComplete,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,3,1,1,0,0,0,1,0,0,1,2,0,false
4.1.0,registerAllExtensions,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,2,1,0,0,0,0,0,0,196,1,1,0,false
4.1.0,toString,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,3,1,0,0,0,1,0,0,196,3,10,0,false
4.0.0,setEntryId,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,3,1,1,0,0,0,1,0,4,2,3,0,false
4.0.0,multiSub,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java,13,4,4,3,0,0,1,1,4,1,3,1,false
4.1.0,hasConsumeRequest,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,3,1,0,0,0,1,6,0,196,1,1,0,false
4.1.0,listJournalIds,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,22,5,5,0,0,1,2,1,56,1,2,2,false
4.1.0,testAndClearSomethingWritten,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,8,1,1,0,1,1,1,0,196,3,12,0,false
4.0.0,size,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,3,1,0,0,0,1,0,0,4,2,3,0,false
4.2.0,shutdown,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,20,5,2,2,1,1,1,0,4,2,5,0,false
4.1.0,toString,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,5,1,1,0,0,1,0,0,96,3,6,0,false
4.2.0,loadConfFile,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,14,3,0,3,1,0,1,0,106,2,5,0,false
4.2.0,getZKStringId,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,3,1,0,0,0,1,0,0,412,2,2,0,false
4.1.0,equals,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,9,2,1,0,0,2,0,2,196,2,2,2,false
4.2.0,getChannelForTopic,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,3,1,0,0,0,1,2,0,412,2,9,0,false
4.2.0,operationComplete,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,26,3,0,3,0,1,0,3,152,1,3,0,false
4.0.0,initializeNettyHandlers,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,9,1,2,0,0,1,1,1,4,2,5,0,false
4.2.0,hasSubscription,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscribeResponseHandler.java,8,2,0,0,0,2,2,0,113,1,4,0,false
4.1.0,isSSLEnabled,hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java,3,2,0,0,0,1,0,0,196,1,1,0,false
4.0.0,checkParents,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,9,3,1,1,0,1,1,0,4,2,6,2,false
4.0.0,realGetOwner,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,1,1,0,0,0,0,1,0,4,2,3,0,false
4.2.0,initiate,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,3,1,0,0,0,0,0,0,412,2,3,1,false
4.1.0,createIOException,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,5,3,2,2,0,1,1,0,90,1,1,0,false
4.0.0,getActiveLedgers,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,22,10,1,2,0,0,3,1,4,2,6,4,false
4.0.0,getZnodeVersion,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,3,1,0,0,0,1,1,0,4,3,6,0,false
4.1.0,getLastLogMark,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,3,1,0,0,0,1,0,0,56,1,2,0,false
4.0.0,parseConfig,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,45,10,15,4,1,1,1,2,4,3,6,1,false
4.1.0,getSubCommands,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java,3,1,0,0,0,1,1,0,0,1,1,0,false
4.1.0,getMasterKey,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,4,1,0,0,0,1,2,1,196,1,4,0,false
4.2.0,asyncRecoverLedgerFragment,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,3,1,0,0,0,0,1,0,484,3,13,0,false
4.1.0,retrySubscribeRequest,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java,4,2,0,0,0,1,2,1,196,1,1,0,false
4.0.0,parseArgs,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,33,7,6,1,1,2,1,7,4,3,10,4,false
4.0.0,initiate,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,3,1,0,0,0,0,2,4,4,2,3,1,false
4.0.0,process,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,21,4,3,1,1,1,1,1,4,1,3,1,false
4.2.0,getCertPath,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,3,1,0,0,0,1,1,0,412,3,12,0,false
4.1.0,isFlushRequired,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,3,1,0,0,0,1,0,0,56,2,3,0,false
4.1.0,getHostname,hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java,3,1,0,0,0,1,0,0,196,1,1,0,false
4.1.0,getType,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,3,1,0,0,0,1,4,0,196,1,1,0,false
4.2.0,operationComplete,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,1,1,0,0,0,0,0,0,412,1,1,0,false
4.0.0,handleReadResponse,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,28,8,7,3,0,1,1,2,4,3,8,0,false
4.2.0,hasSubscription,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,3,1,0,0,0,1,1,2,412,2,9,0,false
4.1.0,getLedgerPath,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,1,1,0,0,0,0,0,0,204,2,2,0,false
4.1.0,getChannelTracker,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java,3,1,0,0,0,1,0,0,196,1,2,0,false
4.0.0,stop,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,3,1,0,0,0,0,1,0,4,2,3,0,false
4.2.0,getEntriesPerPage,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,3,1,0,0,0,1,1,0,384,2,9,0,false
4.2.0,isComplete,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,3,1,0,0,0,1,1,0,412,3,12,0,false
4.1.0,getThrottleValue,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,3,1,0,0,0,1,0,0,225,2,3,0,true
4.1.0,getPageSize,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,3,1,0,0,0,1,2,0,84,3,6,0,true
4.0.0,permanentErrorOnSend,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,3,1,0,0,0,0,0,1,4,2,3,0,false
4.1.0,getTopicOwner,hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java,13,3,3,0,1,2,1,1,0,2,2,1,false
4.2.0,addBookieAndCheckCovered,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,16,5,3,1,0,3,0,0,412,1,2,0,false
4.2.0,replicateLedgerFragment,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,9,1,3,0,0,1,0,2,484,3,13,0,false
4.0.0,position,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,3,1,0,0,0,1,1,0,4,2,3,0,false
4.2.0,realGetOwner,hedwig-server/src/main/java/org/apache/hedwig/server/topics/MMTopicManager.java,11,3,0,0,0,2,0,2,165,1,1,0,false
4.0.0,consume,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,9,3,2,2,0,0,0,1,4,1,3,0,false
4.2.0,getZkPath,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,4,1,1,2,0,1,3,2,398,2,3,0,false
4.1.0,equals,hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java,5,4,1,0,0,2,0,0,196,1,1,0,false
4.0.0,getrc,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,3,1,0,0,0,1,7,0,4,1,1,0,false
4.1.0,runZookeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,17,2,4,1,1,0,1,1,196,2,3,1,false
4.2.0,removeActiveLedger,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,3,1,0,0,0,0,0,0,420,3,7,0,false
4.2.0,process,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,5,4,0,0,0,0,0,0,157,3,12,0,false
4.2.0,finish,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscribeResponseHandler.java,16,2,4,0,0,0,5,3,113,1,4,1,false
4.0.0,closeSubscription,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,16,4,2,1,1,0,4,4,4,1,3,0,false
4.1.0,initiate,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,13,2,1,0,1,1,0,1,196,1,2,1,false
4.0.0,operationFinished,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java,12,4,0,2,1,0,0,2,4,1,3,0,false
4.1.0,setUnsubscribeRequest,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,5,1,2,0,0,1,1,1,196,1,1,0,false
4.2.0,createMyVote,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,5,3,1,1,0,0,1,1,4,2,5,0,false
4.1.0,scanJournal,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,40,7,8,1,1,0,1,6,56,1,2,9,false
4.1.0,shutdown,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,10,2,0,0,1,0,0,0,56,2,3,0,false
4.1.0,readLastConfirmedComplete,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,9,2,2,0,0,0,0,0,196,1,1,0,true
4.1.0,getCertName,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,3,1,0,0,0,1,1,0,196,1,2,0,true
4.1.0,getSubscription,hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java,14,3,4,0,1,2,1,1,0,2,2,1,false
4.2.0,readFromDirectory,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,10,1,2,0,1,1,1,2,398,2,3,0,false
4.1.0,instance,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java,3,1,0,0,0,1,1,0,196,1,2,0,false
4.0.0,getEntryOffset,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,20,3,4,3,1,1,1,6,4,2,6,0,false
4.2.0,asyncGetLedgersInSingleNode,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,16,1,0,0,0,0,2,0,420,3,7,2,false
4.2.0,getSubscriber,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java,3,1,0,0,0,1,3,0,442,2,9,0,false
4.1.0,run,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java,114,20,37,1,3,0,1,7,0,1,1,27,false
4.1.0,getLedgerDigestType,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,3,1,0,0,0,1,1,0,268,2,4,0,false
4.1.0,accept,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,3,1,0,0,0,1,0,0,56,2,3,0,false
4.1.0,writeToDirectory,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,15,2,4,0,1,0,1,1,91,1,1,0,true
4.1.0,printMessage,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java,5,2,0,1,0,0,3,0,0,1,1,0,false
4.0.0,getZKStringId,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,3,1,0,0,0,1,3,0,4,2,2,0,false
4.1.0,setZkTimeout,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,4,1,0,0,0,1,0,0,225,2,3,0,true
4.2.0,getMessagesConsumedThreadRunInterval,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,3,1,0,0,0,1,0,0,412,3,12,0,false
4.0.0,removeChannelForTopic,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,3,1,0,0,0,0,0,0,4,1,3,0,false
4.2.0,processResult,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,8,2,0,1,0,1,1,2,152,1,3,1,false
4.1.0,size,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,3,1,0,0,0,1,0,0,196,2,3,0,true
4.1.0,getZkTimeout,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,3,1,0,0,0,1,0,0,225,2,3,0,true
4.1.0,hasStatusMsg,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,3,1,0,0,0,1,0,1,196,1,1,0,false
4.1.0,writeHeader,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,10,1,1,0,0,0,1,0,196,1,4,5,false
4.0.0,getMessageHandler,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,3,1,0,0,0,1,0,0,4,3,5,0,false
4.0.0,flush,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,17,4,1,2,1,0,2,1,4,1,2,1,false
