release,method,path,className,loc,wmc,assignmentsQty,mathOperationsQty,qtyTryCatch,qtyReturn,fanin,fanout,age,nAuth,nr,nSmell,buggy
4.1.0,putTopicInRetryMap,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,null,13,3,2,1,0,0,1,0,196,1,3,0,false
4.1.0,readTopic,hedwig-server/src/main/java/org/apache/hedwig/admin/console/ReadTopic.java,null,19,4,1,3,1,0,1,1,0,1,1,2,false
4.0.0,getPacketsSent,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,null,3,1,0,0,0,1,1,0,4,3,7,0,false
4.0.0,toInt,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,null,8,2,0,2,0,2,0,0,4,2,3,0,false
4.1.0,getResponseForException,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java,null,3,1,0,0,0,1,0,1,196,1,1,0,false
4.1.0,hasLedgerId,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,null,3,1,0,0,0,1,5,0,196,1,1,0,false
4.0.0,writeComplete,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,null,27,7,3,3,0,3,0,4,4,2,3,3,false
4.0.0,lostTopic,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,null,5,3,1,0,0,0,0,1,4,2,3,1,false
4.1.0,close,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java,null,13,2,1,0,0,0,0,2,226,1,1,0,false
4.1.0,stopServingSubscriber,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,null,3,1,0,0,0,0,3,2,196,1,2,0,false
4.0.0,setCode,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,null,3,1,1,0,0,0,0,0,4,2,3,0,false
4.1.0,getHandle,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,null,12,2,3,0,0,1,0,2,84,1,1,0,false
4.1.0,getCode,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,null,3,1,0,0,0,1,0,0,196,2,2,0,false
4.1.0,createLogId,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,null,14,3,3,2,0,0,4,2,196,3,12,1,false
4.1.0,addSubCommand,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java,null,3,1,0,0,0,0,1,0,0,1,1,0,false
4.1.0,topicSubscribersPath,hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java,null,3,1,0,0,0,1,2,0,0,2,2,1,false
4.1.0,getZkLedgersRootPath,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,null,3,1,0,0,0,1,2,0,225,2,2,0,false
4.1.0,readComplete,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,null,24,2,3,1,0,1,0,7,268,2,4,5,false
4.0.0,submitCallback,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,null,3,1,0,0,0,0,2,1,4,2,3,0,false
4.1.0,getZkServers,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,null,3,1,0,0,0,1,1,0,225,2,3,0,false
4.1.0,tokenize,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,null,8,3,1,0,0,1,1,0,0,1,1,0,false
4.1.0,getSubscriptionState,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java,null,3,1,0,0,0,1,6,0,196,1,1,0,false
4.1.0,verify,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,null,5,6,0,0,0,0,1,1,91,1,1,3,false
4.0.0,close,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,null,2,1,0,0,0,0,0,0,8,1,1,0,false
4.0.0,getEntriesPerPage,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,null,3,1,0,0,0,1,1,0,4,2,6,0,false
4.1.0,getName,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,null,3,1,0,0,0,1,0,0,84,3,6,0,false
4.1.0,addRemoteComponents,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,null,10,3,1,0,0,1,1,1,196,1,1,2,false
4.0.0,multinCallback,hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java,null,3,1,0,0,0,1,0,1,4,2,3,0,false
4.1.0,doGcByLevel,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,null,14,2,6,2,0,0,1,4,204,2,4,0,false
4.1.0,getReadAheadSizeBytes,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,null,3,1,0,1,0,1,0,0,196,1,2,0,false
4.0.0,instantiateZookeeperClient,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,null,17,3,2,7,0,0,1,0,4,2,5,2,false
4.1.0,scanFailed,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,null,6,2,0,0,0,1,0,1,196,1,2,0,false
4.1.0,process,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,null,18,6,2,0,0,0,0,0,196,1,2,5,false
4.1.0,addCommand,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java,null,3,1,0,0,0,0,1,1,0,1,1,0,false
4.0.0,doIO,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,null,81,20,8,2,2,1,1,6,4,3,7,8,false
4.0.0,run,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,null,8,2,0,0,1,0,0,1,4,1,2,0,false
4.0.0,enableRecv,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,null,8,4,1,0,0,0,1,0,4,3,7,0,false
4.0.0,openComplete,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,null,64,8,7,2,1,3,0,13,4,2,5,5,false
4.0.0,moveDeliveryPtrForward,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,null,3,1,0,0,0,0,1,2,4,2,3,0,false
4.1.0,extractMetaFromEntryLogs,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,null,17,4,3,2,1,1,1,1,96,3,6,0,false
4.1.0,persistMessage,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java,null,3,1,0,0,0,0,0,1,196,1,3,0,false
4.1.0,scanFinished,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,null,2,1,0,0,0,0,0,0,196,1,2,0,false
4.1.0,hasMessage,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,null,3,1,0,0,0,1,7,0,196,1,1,0,false
4.0.0,doGcEntryLogs,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,null,32,8,3,2,2,0,1,1,4,2,8,7,false
4.1.0,hasShouldClaim,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,null,3,1,0,0,0,1,0,1,196,1,1,0,false
4.1.0,computeDigestAndPackageForSending,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,null,17,1,3,1,0,1,2,2,196,2,3,11,false
4.0.0,operationFinished,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,null,4,1,0,0,0,0,0,9,4,2,3,0,false
4.0.0,getSubscribeReconnectRetryWaitTime,hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java,null,3,1,0,0,0,1,0,0,4,1,2,0,false
4.0.0,process,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,null,8,2,0,0,0,1,0,12,40,2,5,2,false
4.1.0,getOSType,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,null,15,11,1,0,0,4,1,0,90,1,1,11,false
4.1.0,channelConnected,hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java,null,18,2,0,0,0,0,0,0,196,1,1,1,false
4.1.0,setRemoteComponents,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,null,4,1,0,0,0,1,0,2,196,1,1,1,false
4.1.0,update,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,null,3,1,0,0,0,0,0,0,196,1,1,1,false
4.0.0,shutdown,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,null,23,7,0,0,1,0,0,4,4,2,5,0,false
4.0.0,getTopic,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,null,3,1,0,0,0,1,3,0,4,2,3,0,false
4.0.0,shutdown,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java,null,5,1,0,0,0,0,0,1,4,1,3,1,false
4.1.0,getRemoteAddress,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,null,3,1,0,0,0,1,0,0,196,1,4,1,false
4.1.0,readLastConfirmedDataComplete,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,null,13,3,3,0,0,0,0,1,196,3,6,0,false
4.1.0,setCreateOrAttach,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,null,8,2,2,0,0,1,6,0,196,1,1,0,false
4.0.0,ding,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java,null,9,5,1,1,0,0,2,0,4,1,2,0,false
4.1.0,doGc,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,null,8,3,0,0,0,0,1,0,204,2,2,0,false
4.0.0,shutdown,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,null,8,2,1,0,0,1,1,0,4,3,10,0,false
4.1.0,getCreateOrAttach,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,null,3,1,0,0,0,1,0,1,196,1,1,0,false
4.0.0,run,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java,null,7,1,2,0,0,0,0,4,4,1,3,0,false
4.1.0,setMasterKey,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,null,3,1,0,0,0,0,0,1,56,2,3,0,false
4.0.0,inUse,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,null,3,2,0,0,0,1,1,0,4,2,2,0,false
4.1.0,setSubscribeRequest,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,null,5,1,2,0,0,1,1,1,196,1,1,0,false
4.1.0,fullRead,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,null,11,3,3,0,0,2,1,1,56,1,2,0,false
4.0.0,setCode,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,null,3,1,1,0,0,0,0,0,4,2,2,0,false
4.1.0,handleRequestAtOwner,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java,null,21,2,3,0,0,1,0,2,196,1,1,1,false
4.0.0,stop,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,null,3,1,0,0,0,0,1,0,4,2,3,0,false
4.0.0,addEntry,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,null,25,1,6,3,0,0,1,2,4,3,8,4,false
4.1.0,addRanges,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,null,10,3,1,0,0,1,3,1,196,1,1,2,false
4.1.0,subscribe,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,null,4,1,1,0,0,0,0,2,196,1,4,0,false
4.1.0,lostTopic,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java,null,3,1,0,0,0,0,1,1,196,1,3,0,false
4.1.0,getVersion,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,null,3,1,0,0,0,1,2,0,196,2,3,0,false
4.1.0,getSSLSocketAddress,hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java,null,3,1,0,0,0,1,0,0,196,1,1,0,false
4.1.0,internalGetFieldAccessorTable,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,null,3,1,0,0,0,1,0,0,196,1,1,0,false
4.1.0,asyncSubscribe,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,null,3,1,0,0,0,0,0,1,196,1,4,0,false
4.0.0,onLastLocalUnsubscribe,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,null,19,1,0,0,0,0,0,0,4,1,3,0,false
4.0.0,process,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,null,21,4,3,1,1,1,1,1,4,1,3,1,false
4.1.0,getActiveLedgers,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,null,18,1,1,0,0,0,2,2,268,2,4,0,false
4.1.0,getPrintWatches,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java,null,3,1,0,0,0,1,1,0,0,1,1,0,false
4.0.0,operationComplete,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,null,8,2,0,0,0,0,0,8,4,2,8,0,false
4.1.0,getZkRegionPrefix,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,null,3,1,0,0,0,1,2,2,196,1,2,0,false
4.0.0,process,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,null,2,1,0,0,0,0,0,0,4,3,5,0,false
4.1.0,getTriedServers,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,null,3,1,0,0,0,1,0,1,196,1,1,0,false
4.0.0,flushLedger,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,null,97,24,17,6,2,1,2,10,4,2,6,9,false
4.1.0,mergeStopDeliveryRequest,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,null,10,3,3,0,0,1,1,5,196,1,1,2,false
4.0.0,run,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,null,6,2,1,0,0,0,0,0,4,1,3,1,false
4.1.0,getActiveLedgers,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,null,19,9,1,1,0,0,1,0,84,3,6,3,false
4.1.0,operationFinished,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java,null,3,1,0,0,0,0,0,1,196,1,1,0,false
4.0.0,getPipeline,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ClientChannelPipelineFactory.java,null,12,2,1,0,0,1,0,3,4,1,2,3,false
